Unnamed: 0,artist,album,track,track_id,lyrics,duration,genre,emotion,intensity
9383,Billy Joel,Live Through the Years,"Vienna - Live at Nassau Coliseum, Uniondale, NY - December 1977",6U6NxIoaLGIEFSgFVnpLON,"Thank you
♪
Slow down, you crazy child
You're so ambitious for a juvenile
But then if you're so smart
Well, tell me why are you still so afraid?
Where's the fire? What's the hurry about?
You better cool it off before you burn it out
You got so much to do
And only so many hours in a day
Hey
But you know that when the truth is told
You can get what you want or you can just get old
You're gonna kick off before you even get halfway through
Ooh
When will you realize Vienna waits for you?
Slow down, you're doing fine
You can't be everything you wanna be before your time
Although, it's so romantic on the borderline, tonight, tonight
Too bad, but it's the life you lead
You're so ahead of yourself that you forgot what you need
Though, you can see when you're wrong
You know, you can't always see when you're right, you're right
You've got your passion, you've got your pride
But don't you know that only fools are satisfied?
Dream on, but don't imagine they'll all come true
Ooh
When will you realize Vienna waits for you?
♪
Slow down you crazy child
And take the phone off the hook and disappear for a while
It's all right, you can afford to lose a day or two
Ooh
When will you realize Vienna waits for you?
As you know that when the truth is told
You can get what you want or you can just get old
You're gonna kick off before you even get halfway through
Ooh
So, why don't you realize Vienna waits for you?
When will you realize Vienna waits for you?
",3 minutes 32 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",love,medium
23476,Billy Joel,Duets An American Classic,The Boulevard of Broken Dreams (with Sting),5bG5GUKVJztKR5nff1CwUp,"I walk along the street of sorrow
The boulevard of broken dreams
Where gigolo and gigolette
Can take a kiss without regret
So they forget their broken dreams
You laugh tonight and cry tomorrow
When you behold your shattered schemes
And gigolo and gigolette
Wake up to find their eyes are wet
With tears that tell of broken dreams
Here is where you'll always find me
Always walking up and down
But I left my soul behind me
In an old cathedral town
The joy that you find here you borrow
You cannot keep it long, it seems
Gigolo and gigolette
Still sing a song and dance along
Boulevard of broken dreams
♪
The joy that you find here you borrow
You cannot keep it long, it seems
But gigolo and gigolette
Still sing a song and dance along
The boulevard of broken dreams
",3 minutes 21 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
9401,Billy Joel,Collected Additional Masters,All Shook Up,4LM0QzTZldkZ4TmLtbUIYb,"Well I bless my soul
What's wrong with me?
I'm itching like a man on a fuzzy tree
My friends say I'm actin' wild as a bug
I'm in love
I'm all shook up
Mm mm mmmmm, yay yay, yeah!
Well my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?
I'm in love
I'm all shook up
Mm mm, mmmm, yay, yay, yeah!
Well please don't ask me what's on my mind
I'm a little mixed up, but I'm feelin' fine
When I'm near that girl that I love best
My heart beats so that it scares me to death!
She touched my hand what a chill I got
Her lips are like a volcano that's hot
I'm proud to say she's my buttercup
I'm in love
I'm all shook up
Mm mm, mmmmm, yay, yay, yeah!
Well my tongue gets tied when I try to speak
My insides shaken like a leaf on a tree
There's only one cure for this body of mine
That's to have the girl that I love so fine!
She touched my hand what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love
I'm all shook up
",2 minutes 8 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",ecstasy,high
9380,Billy Joel,Live Through the Years,"Prelude / Angry Young Man - Live at Carnegie Hall, New York, NY - June 1977 - Alternate Take",25C2UP2Gf5H5vrTjIy0sZI,"There's a place in the world for the angry young man
With his working class ties and his radical plans
He refuses to bend, he refuses to crawl,
And he's always at home with his back to the wall.
And he's proud of his scars and the battles he's lost,
And he struggles and bleeds as he hangs on his cross
And he likes to be known as the angry young man.
Give a moment or two to the angry young man,
With his foot in his mouth and his heart in his hand.
He's been stabbed in the back, he's been misunderstood,
It's a comfort to know his intentions are good.
And he sits in a room with a lock on the door,
With his maps and his medals laid out on the floor
And he likes to be known as the angry young man.
I believe I've passed the age
Of consciousness and righteous rage
I found that just surviving was a noble fight.
I once believed in causes too,
I had my pointless point of view,
And life went on no matter who was wrong or right.
And there's always a place for the angry young man,
With his fist in the air and his head in the sand.
And he's never been able to learn from mistakes,
So he can't understand why his heart always breaks.
But his honor is pure and his courage as well,
And he's fair and he's true and he's boring as hell
And he'll go to the grave as an angry old man.
Yes, there's a place in the world for the angry young man
With his working class ties and his radical plans
He refuses to bend, he refuses to crawl,
And he's always at home with his back to the wall.
And he's proud of his scars and the battles he's lost,
And he struggles and bleeds as he hangs on his cross
And he likes to be known as the angry young man.",5 minutes 5 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",vigilance,high
23463,Billy Joel,Partners (Deluxe),I Won't Be the One to Let Go (feat. Barry Manilow),37fQjxzrqcBDyYr7JxjNnx,"I have dreams for you and me
And wishes that will last
And live beyond eternity
Summer's gone, winter's on
Can we weather everything
Our eyes have yet to see?
As the years go by
I promise you that I
I will be the one to run to
When the nights are long
I'll be there when winds begin to blow
Even when it seems that everything is going wrong
This I swear
I swear
I won't be the one to let go
Life gets tough
Ooh
Roads get rough
Ooh
Who knows what awaits us 'round the bend
Count on me, faithfully
Though everything we have could never end
It could never end
And through rain or shine
And every cloudy sky
I will be the one to run to
When the nights are long
I'll be there when winds begin to blow
Even when it seems that everything is going wrong
This I swear
This I swear
I won't be the one to let go
I'll be there
I'll be there
Anytime you need me you'll know where I am
You'll know just where I am and everywhere
Everywhere
Anytime you're lost just turn around
Just turn around
And take my hand and
I will be your light in the night
And I promise that even when it seems
That everything is going wrong
This I swear
This I swear
I won't be the one
To let go
To let go
This I swear
I swear
I won't be the one to let go
To let
Go
",4 minutes 40 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",love,medium
9316,Billy Joel,A Matter of Trust - The Bridge to Russia: The Music (Live),"Scenes from an Italian Restaurant - Live in Moscow & Leningrad, Russia - July/August 1987",2Hx3F79YIcBsZGYQDlJO21,"A bottle of white, a bottle of red
Perhaps a bottle of rosé instead
We'll get a table near the street
In our old familiar place
You and I - face to face
A bottle of red, a bottle of white
It all depends on your appetite
I'll meet you any time you want
In our Italian restaurant
Things are okay with me these days
Got a good job, got a good office
Got a new wife, got a new life
And the family's fine
We lost touch long ago
You lost weight? I did not know
You could ever look so good after so much time
You remember those days hangin' out at the Village Green
Engineer boots, leather jackets and tight blue jeans
Drop a dime in the box play the song about New Orleans
Cold beer, hot lights
My sweet romantic teenage nights
Brenda and Eddie were the popular steadies
And the King and the Queen of the prom
Riding around with the car top down and the radio on
Nobody looked any finer
Or was more of a hit at the Parkway Diner
We never knew we could want more than that outta life
Surely Brenda and Eddie would always know how to survive
Brenda and Eddie were still goin' steady in the Summer of '75
When they decided the marriage'd be at the end of July
Everyone said they were crazy
Brenda you know you're much too lazy
Eddie could never afford to live that kinda life
Oh, but there we were wavin' Brenda and Eddie goodbye
They got an apartment with deep pile carpet
And a couple of paintings from Sears
A big waterbed that they bought with the bread
They had saved for a couple of years
They started to fight when the money got tight
And they just didn't count on the tears
They lived for a while in a very nice style
But it's always the same in the end
They got a divorce as a matter of course
And they parted the closest of friends
Then the King and the Queen went back to the Green
But you can never go back there again
Brenda and Eddie had had it already by the Summer of '75
From the high to the low to the end of the show
For the rest of their lives
They couldn't go back to the Greasers
The best they could do was pick up their pieces
We always knew they would both find a way to get by
That's all I heard about Brenda and Eddie
Can't tell you more than I told you already
And here we are wavin' Brenda and Eddie goodbye
A bottle of red, a bottle of white
Whatever kinda mood you're in tonight
I'll meet you anytime you want
In our Italian restaurant
",8 minutes 20 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
23443,Billy Joel,True Genius,Eleanor Rigby,7DpXFpb3iZx6JgPxAnmpce,"Eleanor Rigby picks up the rice in the church where a wedding has been
Lives in a dream
Waits at the window
Wearing a face that she keeps in a jar by the door
Who is it for?
All the lonely people
Where do they all come from? Yeah
All the lonely people
Where do they all belong?
Ah, look at all the lonely people
Ah, look at all the lonely people
Father McKenzie, writing the words of a sermon that no one will hear
No one comes near
Look at him working, darning his socks in the night
When there's nobody there
What does he care?
(Ah, look at all the lonely people)
Where do they all come from?
(Ah, look at all the lonely people)
Where do they all belong?
Ah, look at all the lonely people (people) yeah (people)
Ah, look at all the lonely people (people) woah (people)
Eleanor Rigby died in the church and was buried along with her name
Nobody came
And Father McKenzie wiping the dirt from his hands
As he walks from the grave
No one was saved
(Ah, look at all the lonely people)
Where do they all come from?
(Ah, look at all the lonely people)
Where do they all belong?
Ah, look at all the lonely people (people) yeah (people)
Ah, look at all the lonely people (people) woah (people)
(Ah, look at all the lonely people)
Where do they all come from?
(Ah, look at all the lonely people)
Where do they all belong?
",3 minutes 0 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",sadness,medium
23409,Billy Joel,True Genius,Ruby,1RAojIE1usTIDe61JHVEZu,"Ah, baby, where did you stay last night?
Ah, baby, where did you stay last night?
You got your head on me baby, but you ain't talking right
I've done nothing but love you but all you've done's hurt me
I've done nothing but love you but all you've done's hurt me
All you men friends and licker have caused me misery
And if you keep on horing, I'm gonna get my Gatling gun
And if you keep on horing, I'm gonna get my Gatling gun
I've been hurting and crying but now, baby I'm done
Ah, baby, where did you stay last night?
Ah, baby, where did you stay last night?
You didn't come home till the sun was shiny and bright
Well, let me tell you right now boys, I don't take no risk
Well, let me tell y'all right now boys, I don't take no risk
? Special and open down my breast
I hope you got all of that, I bet you did
I'm going to listen and smoke
",3 minutes 54 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",loathing,high
23202,Billy Joel,A Matter of Trust - The Bridge to Russia: The Music (Live),"It's Still Rock and Roll To Me - Live in Moscow & Leningrad, Russia - July/August 1987",47K0XWGfBG2VnKCx07ms8N,"What's the matter with the clothes I'm wearing?
""Can't you tell that your tie's too wide?""
Maybe I should buy some old tab collars?
""Welcome back to the age of jive
Where have you been hidin' out lately, honey?
You can't dress trashy till you spend a lot of money""
Everybody's talkin' 'bout the new sound
Funny, but it's still rock and roll to me
What's the matter with the car I'm driving?
""Can't you tell that it's out of style?""
Should I get a set of white wall tires?
""Are you gonna cruise a miracle mile?
Nowadays you can't be too sentimental
You best bet's a true baby blue Continental""
Hot funk, cool punk, even if it's old junk
It's still rock and roll to me
Oh, it doesn't matter what they say in the papers
'Cause it's always been the same old scene
There's a new band in town
But you can't get the sound from a story in a magazine...
Aimed at your average teen
How about a pair of pink sidewinders
And a bright orange pair of pants?
""You could really be a Beau Brummel baby
If you just give it half a chance
Don't waste your money on a new set of speakers
You get more mileage from a cheap pair of sneakers""
Next phase, new wave, dance craze, anyways
It's still rock and roll to me
What's the matter with the crowd I'm seeing?
""Don't you know that their out of touch?""
Should I try to be a straight 'A' student?
""If you are then you think too much
Don't you know about the new fashion honey?
All you need are looks and a whole lotta money""
It's the next phase, new wave, dance craze, anyways
It's still rock and roll to me
Everybody's talkin' 'bout the new sound
Funny, but it's still rock and roll to me
",3 minutes 59 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",aggressiveness,medium
23363,Billy Joel,50 Years of the Piano Man,Sometimes a Fantasy - Single Version,3hAkwGIURrBImhuNsdZCYg,"Oh, I didn't want to do it, but I got too lonely
Mmm, I had to call you up in the middle of the night
Know it's awful hard to try to make love long distance
But I really needed stimulation
Though it was only my imagination
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
Sometimes a fantasy (oh-oh-oh-oh)
Is all you need, oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh
♪
When am I gonna take control, get a hold of my emotions
Why does it only seem to hit me in the middle of the night
You told me there's a number I can always dial for assistance
I don't want to deal with outside action
Only you can give me satisfaction
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
Sometimes a fantasy (oh oh oh oh)
Is all you need
♪
Oh, sure it would be better if I had you here to hold me
Be better baby, but believe me, it's the next best thing
Sure there's many times you've wanted me to hear your secrets
Don't be afraid to say the words that'll move me
Anytime you want to tell them to me
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
It's just a fantasy (oh-oh-oh-oh)
It's not the real thing (oh-oh-oh-oh)
Sometimes a fantasy (oh oh oh oh)
Is all you need
Just a fantasy (it's just a fantasy)
It's not the real thing (it's not the real thing)
It's just a fantasy (it's just a fantasy)
It's not the real thing (it's not the real thing)
It's just a fantasy (it's just a fantasy)
It's not the real thing (it's not the real thing)
It's just a fantasy (it's just a fantasy)
It's not the real thing (it's not the real thing)
It's just a fantasy (it's just a fantasy)
It's not the real thing (it's not the real thing)
It's just a fantasy (it's just a fantasy)
It's not the real thing
♪
It's just a fantasy
It's not the real thing
♪
I got blisters on my blisters
",4 minutes 22 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
9377,Billy Joel,50 Years of the Piano Man,I Go to Extremes,43vS4XCBw7GBfw2bJiVH7T,"Call me a joker, call me a fool
Right at this moment, I'm totally cool
Clear as a crystal, sharp as a knife
I feel like I'm in the prime of my life
Sometimes it feels like I'm going too fast
I don't know how long this feeling will last
Maybe it's only tonight
Darling, I don't know why
I go to extremes
Too high or too low
There ain't no in-betweens
And if I stand or I fall
It's all or nothing at all
Darling, I don't know why
I go to extremes
Sometimes I'm tired, sometimes I'm shot
Sometimes I don't know how much more I got
Maybe I'm headed over the hill
Maybe I set myself up for the kill
Tell me, how much do you think you can take
Until the heart in you is starting to break?
Sometimes it feels like it will
Darling, I don't know why
I go to extremes
Too high or too low
There ain't no in-betweens
You can be sure when I'm gone
I won't be out there too long
Darling, I don't know why
I go to extremes
Out of the darkness, into the light
Leaving the scene of the crime
Either I'm wrong or I'm perfectly right
Every time
Sometimes I lie awake, night after night
Coming apart at the seams
Eager to please, ready to fight
Why do I go to extremes?
♪
And if I stand or I fall
It's all or nothing at all
Darling, I don't know why
I go to extremes
No, I don't know why
I go to extremes
Too high or too low
There ain't no in-betweens
You can be sure when I'm gone
I won't be out there too long
Darling, I don't know why
I go to extremes
♪
I don't know why, I don't know why
I don't know why, I don't know why
Out of the dark, into the light
Whether I'm wrong, perfectly right
I don't know why
",4 minutes 23 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
23418,Billy Joel,True Genius,You Are My Sunshine,0fNvvcox7TRBsHZGggaH1q,"The other night
As I lay sleeping
Whoa, I dreamed I held you
Held you in my arms
Whoa, but when I woke up this morning
I found out I was mistaken
Do you know that I hung my
I hung my head and cried
Whoa, you are my sunshine (you are my sunshine)
Ohh, my only sunshine (my only sunshine)
Well, little girl you make me happy sometimes (you make me happy)
When my skies are grey (when skies are grey)
Umm, you'll never never never know dear (you'll never know, dear)
How much I love you (how much I love you)
Whoa, and I don't want you to take (don't take my sunshine)
My sunshine away (shine away)
You told me once, dear
That you really loved me
And no one else
Could ever come between, yeah
But now you left me and you love another, yeah
And you have shattered, oh yeah
All of my dreams
Whoa, you are my sunshine (you are my sunshine)
Ohh, my only sunshine (my only sunshine)
Ohh, you make me happy sometimes (you make me happy)
When my skies are grey (when skies are grey)
Whoa, you'll never never never know dear (you'll never know, dear)
How much I love you (how much I love you)
Whoa, and I don't want you to take (don't take my sunshine)
Whoa, if you love me (don't take my sunshine)
Umm-hmm, if you need me (don't take my sunshine)
Uh-huh, if you want me (don't take my sunshine)
Waaaahh! Listen (don't take my sunshine) (don't take my sunshine)
I don't want you to take (don't take my sunshine)
Waaaahh! Listen (don't take my sunshine) (don't take my sunshine)
I don't want you to take (don't take my sunshine)
Whoa, my sunshine away (shine away)",2 minutes 59 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",sadness,medium
23467,Billy Joel,Duets An American Classic,The Very Thought of You (with Paul McCartney),6ssrvxut1WcNdYzW5inNXV,"The very thought of you
And I forget to do
The little ordinary things
That everyone ought to do
I'm living in a kind of daydream
I'm happy as a king
And foolish though it may seem
To me that's everything
The mere idea of you
The longing here for you
You'll never know how slow the moments go
Till I'm near to you
I see your face in every flower
Your eyes in stars above
It's just the thought of you
The very thought of you, my love
You'll never know how slow the moments go
Till I'm near to you
I see your face in every flower
Your eyes in stars above
It's just the thought of you
The very thought of you, my love
",4 minutes 1 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",love,medium
23201,Billy Joel,A Matter of Trust - The Bridge to Russia: The Music (Live),"A Matter of Trust - Live in Moscow & Leningrad, Russia - July/August 1987",2g0H9f6OUKErUl1Mzd4wE7,"Some love is just a lie of the heart
The cold remains of what began with a passionate start
And they may not want it to end
But it will it's just a question of when
I've lived long enough to have learned
The closer you get to the fire the more you get burned
But that won't happen to us
Because it's always been a matter of trust
I know you're an emotional girl
It took a lot for you to not lose your faith in this world
I can't offer you proof
But you're going to face a moment of truth
It's hard when you're always afraid
You just recover when another belief is betrayed
So break my heart of you must
It's a matter of trust
You can't go the distance
With too much resistance
I know you have doubts
But for god's sake don't shut me out
This time you've got nothing to lose
You can take it, you can leave it
Whatever you choose
I won't hold back anything
And I'll walk a way a fool or a king
Some love is just a lie of the mind
It's make believe until it's only a matter of time
And some might have learned to adjust
But then it never was a matter of trust
I'm sure you're aware love
We've both had our share of
Believing too long
When the whole situation was wrong
Some love is just a lie of the soul
A constant battle for the ultimate state of control
After you've heard lie upon lie
There can hardly be a question of why
Some love is just a lie of the heart
The cold remains of what began with a passionate start
But that can't happen to us
Because it's always been a matter of trust
",5 minutes 9 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
23436,Billy Joel,True Genius,Please Say You're Fooling,4TFcoblkuROJ5XWLOsZvjE,"You say you're leaving me
For someone new
Please say you're teasing me
Say it's not true
Say it, come on
And say you're fooling
Whoa, say it's a lie
Whoa, say you're fooling me, baby
Don't say goodbye
Whoa, if our romance is really done
Don't you know my heart
Will never see the sun
To me, you're everything
That is sweet and divine
Don't keep me wandering, baby
If you're still me
Say it, come on
And say you're fooling
Whoa, say it's a lie
Whoa, say you're fooling me, baby
Whoa, don't say goodbye (don't say goodbye)
",2 minutes 43 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",fear,medium
9411,Billy Joel,Piano Man: The Very Best Of Billy Joel,She's Got A Way,450OuhIFHqrAbLdT0A7yFw,"She's got a way about her
I don't know what it is
But I know that I can't live without her
She's got a way of pleasin'
I don't know what it is
But there doesn't have to be a reason anyway
♪
She's got a smile that heals me
I don't know why it is
But I have to laugh when she reveals me
She's got a way of talkin'
I don't know why it is
But it lifts me up when we are walkin' anywhere
♪
She comes to me when I'm feelin' down
Inspires me without a sound
She touches me and I get turned around
She's got a way of showin'
How I make her feel
And I find the strength to keep on goin'
She's got a light around her
And ev'rywhere she goes
A million dreams of love surround her ev'rywhere
♪
She comes to me when I'm feelin' down
Inspires me without a sound
She touches me and I get turned around
♪
She's got a smile that heals me
I don't know why it is
But I have to laugh when she reveals me
She's got a way about her
I don't know what it is,
But I know that I can't live without her anyway
",2 minutes 59 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",love,medium
9379,Billy Joel,50 Years of the Piano Man,And So It Goes,5WqUGVHS9ocRSMxXzviJ5Y,"In every heart there is a room
A sanctuary safe and strong
To heal the wounds from lovers past
Until a new one comes along
I spoke to you in cautious tones
You answered me with no pretense
And still I feel I said too much
My silence is my self defense
And every time I've held a rose
It seems I only felt the thorns
And so it goes, and so it goes
And so will you, soon, I suppose
But if my silence made you leave
Then that would be my worst mistake
So I will share this room with you
And you can have this heart to break
♪
And this is why my eyes are closed
It's just as well for all I've seen
And so it goes, and so it goes
And you're the only one who knows
So I would choose to be with you
That's if the choice were mine to make
But you can make decisions too
And you can have this heart to break
♪
And so it goes, and so it goes
And you're the only one who knows
",3 minutes 38 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",apprehension,low
23291,Billy Joel,The Bridge,A Matter of Trust,6J212smZzpeOCYQ9DITMSC,"One, two, a-one, two, three, four
♪
Some love is just a lie of the heart
The cold remains of what began with a passionate start
And they may not want it to end
But it will it's just a question of when
I've lived long enough to have learned
The closer you get to the fire, the more you get burned
But that won't happen to us
'Cause it's always been a matter of trust
♪
Now I know you're an emotional girl
It took a lot for you to not lose your faith in this world
Well, I can't offer you proof
But you're gonna face a moment of truth
It's hard when you're always afraid
You just recover when another belief is betrayed
So break my heart if you must
It's a matter of trust
You can't go the distance
With too much resistance
I know you have doubts
But for God's sake, don't shut me out
This time you've got nothing to lose
You can take it, you can leave it, whatever you choose
I won't hold back anything
And I'll walk a way a fool or a king
Some love is just a lie of the mind
It's make-believe until it's only a matter of time
And some might have learned to adjust
But then it never was a matter of trust
♪
I'm sure you're aware, love
We've both had our share of
Believing too long
When the whole situation was wrong
Some love is just a lie of the soul
A constant battle for the ultimate state of control
After you've heard lie upon lie
There can hardly be a question of why
Some love is just a lie of the heart
The cold remains of what began with a passionate start
But that can't happen to us
'Cause it's always been a matter of trust
It's a matter of trust
♪
Oh, it's been a matter of trust
It's a matter of trust
'Cause it's always been a matter of trust
",4 minutes 8 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",optimism,medium
9346,Billy Joel,Streetlife Serenade,Streetlife Serenader,5tFUPBJqdtWjxCdBtqDwRf,"Streetlife serenader
Never sang on stages
Needs no orchestration
Melody comes easy
Midnight masquerader
Shoppin' center heroes, yeah
Child of Eisenhower
New world celebrator
♪
Streetlife serenaders
Have such understanding
How the words are spoken
How to make the motions
♪
Streetlife serenaders
Have no obligations
Hold no grand illusions
Need no stimulation
Midnight masqueraders
Workin' hard for wages
Need no vast arrangements
To do their harmonizing
",5 minutes 18 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",serenity,low
23383,Billy Joel,My Lives,Piano Man - Demo - 1973,2JD2Az2Tkkl1KldbYUc5lR,"Well, it's nine o'clock on a Saturday
The drinks are going fast
There's an old man sitting next to me
Reading with time that has passed
♪
He said, ""Son, can you play me a memory?""
""I'm not really sure how it goes""
""But it's sad and it's sweet, and I knew it complete""
""When I wore a younger man's clothes""
La, la, la, la, la, la
La, la, la, la, la, la, la
Sing us a song, you're the piano man
Sing us a song tonight
Well, we're all in the mood for a melody
And you've got us feelin' alright
♪
John at the bar is a friend of mine
He gets me my drinks for free
And he's quick with a joke or to light up your smoke
But there's someplace that he'd rather be
♪
Sing us a song, you're the piano man
Sing us a song tonight
Well, we're all in the mood for a melody
And you've got us feelin' alright
",2 minutes 50 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
23318,Billy Joel,Glass Houses,I Don't Want to Be Alone,1S8JnJpXtj4u5zFQp3klC2,"She said she'd meet me in the bar at The Plaza Hotel
""Wear a jacket and a tie""
""What's the occasion?"" She just smiled and she wouldn't say why
Mmh, so here I am standing, waiting in the lobby
Sweating bullets in this stupid old suit
And when she sees me she busts out laughing
""You're a sad sight honey, but you look so cute and
I don't wanna be alone anymore
I was checking you out, I was just making sure (oh-oh)
No, I don't want to be alone anymore
And I want you tonight, although you hurt me before"" (oh-oh)
It didn't matter that I felt like a fool
'Cause I forgot when she walked through the door
I said, ""I'm sorry"", but she said it was cool
And I don't want to be alone anymore
♪
Mmh, it's so confusing choosing sides in the heat of the moment
Just to see if it's real
Ooh, it's so erotic having you tell me how it should feel
But I'm avoiding all the hard cold facts that I got to face
So ask me just one question, when this magic night is through
""Could it have been just anyone or did it have to be you?""
And, will you still be saying
I don't wanna be alone anymore
I was checking you out, I was just making sure (oh-oh)
No, I don't want to be alone anymore
And I want you tonight, although you hurt me before"" (oh-oh)
It didn't matter that I felt like a fool
'Cause I forgot when she walked through the door
I said, ""I'm sorry"", but she said it was cool
And I don't wanna be alone anymore
♪
Mmh, but don't you know that it's wrong, it's wrong, it's wrong?
But like the song, being caught by the wink of an eye
I can't be sure we'll get along, but I'm willing to try
As long as you can tell me
I don't wanna be alone anymore
I was checking you out, I was just making sure
No, no, no, I don't want to be alone anymore
And I want you tonight, although you hurt me before
It didn't matter that I felt like a fool
I forgot when she walked through the door
Said, ""I'm sorry"", but she said it was cool
And I don't wanna be alone anymore
I don't want to be alone anymore
Oh-oh-oh, oh-oh-oh
No, I don't wanna be alone anymore
Oh-oh, ooh-ooh-ooh
Ooh-ooh, ooh-ooh-ooh
No, I don't want to be alone anymore
Oh-oh-oh
",3 minutes 57 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",anticipation,medium
23322,Billy Joel,Glass Houses,Through the Long Night,49lW15Ttjngd7uimLKlZee,"The cold hands
The sad eyes
The dark Irish silence
It's so late
But I'll wait
Through the long night with you
With you
♪
♪
The warm tears
The bad dreams
The soft trembling shoulders
The old fears
But I'm here
Through the long night with you
With you
Oh, what has it cost you?
I almost lost you a long, long time ago
Oh, you should have told me, but you had to bleed to know
All your past sins
Are since past
You should be sleeping
It's all right
Sleep tight
Through the long night with me
With me
No, I didn't start it
You're broken hearted from a long, long time ago
Oh, the way you hold me is all that I need to know
And it's so late
But I'll wait
Through the long night with you
With you
",2 minutes 43 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",love,medium
9386,Billy Joel,Live Through the Years,"Summer Highland Falls - Live at Nassau Coliseum, Uniondale, NY - December 1977",0vuUMJvmp8IiDK2i3HabsM,"They say that these are not the best of times,
But they're the only times I've ever known,
And I believe there is a time for meditation in cathedrals of our own.
Now I have seen that sad surrender in my lover's eyes,
And I can only stand apart and sympathize.
For we are always what our situations hand us...
It's either sadness or euphoria.
So we'll argue and we'll compromise,
And realize that nothing's ever changed,
For all our mutual experience, our separate conclusions are the same.
Now we are forced to recognize our inhumanity,
Our reason co-exists with our insanity.
And though we choose between reality and madness...
It's either sadness or euphoria.
How thoughtlessly we dissipate our energies
Perhaps we don't fulfill each other's fantasies.
And as we stand upon the ledges of our lives,
With our respective similarities...
It's either sadness or euphoria.
Oh-oh-oh oh-oh-oh-oh
Oh-oh-oh-ho-oh
Oh-oh-oh-ho-oh-ho-oh-oh-oh-oh-oh",3 minutes 9 seconds,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",pensiveness,low
