,artist,genre,track,duration,release_date,explicit,album,track_id,lyrics,emotion,intensity
274,Tiësto,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",Love Comes Again - Mark Norman Remix,440,2009-07-24,False,Just Be (Remixed),0nnrDjZrTl978dHj41x4Nu,You have become What you have always been Life figuring out Peripheral vision No words we can speak Our paths have been chosen But all the trails that we trek Should lead us back to here Because our Love comes again Just when I've broken down I found Love can come again You gotta believe that Love comes again Just when I've broken down I found Love can come again Dig within me Turn all the secret stones Forests and fields Breathing with blood and bones Still no words we can speak Our paths have been chosen But all the trails that we trek Should lead us back to here Because our Love comes again Just when I've broken down I found Love can come again You gotta believe that Love comes again Just when I've broken down I found Love can come again,optimism,2
275,Andy Duguid,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",Don’t Belong,502,2007-09-07,False,In Search Of Sunrise 6 - Ibiza,0Mdmb4eM6TfmsHcXRKFyKu,You fade in from my eyes I'm letting go of all I know You fade into the light I'm letting go of all the pain I don't remember you You fade away into my eyes Just wake me up before you go I don't remember you Are you a stranger in disguise? Just wake me up before you go I don't belong here You fade in from my eyes I'm letting go of all I know You fade into the light I'm letting go of all the pain I don't remember you You fade away into my eyes Just wake me up before you go I don't remember you Are you a stranger in disguise? Just wake me up before you go ,grief,3
276,Luminary,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",My World - Andy Moor Mix,409,2005-04-13,False,In Search of Sunrise 4 Mixed by Tiësto (Latin America),0OwMHagrx8HWsjoWbRgHky,"Its a little late love, the night is caving in. Lights hang overhead like stars, my dress is black as sin. And the music is low and my body is yours, Won't you hold me tight until they close the doors? And the rhythm is smooth and like the sea against the sand And I tremble with each touch of your hand. You don't really know me and I dont recall your name, But I like the way your body moves and I know you feel the same. So welcome to the club life baby, step into my world. I don't care if you got much cash, or if you're a boy or a girl. It's the way you wear your hair, your careless little smile, It's the way you dance with me until I'm spinning, spinning, spinning, spinning, yeah. Some might call it a one night stand, but I don't really care, It's far to late to define this but we cannot stay here. So it's out into the street, and it's out into the night, And it's so long to this love affair, so I'll kiss you goodbye.",pensiveness,1
277,DJ Hooligan,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",Hear You Now - Grand Chillas Mix,396,2003-01-01,False,In Search Of Sunrise 3 - Panama,6KHgYc1sg6xMMG2bq006zl,"Your eyes they look the same as mine, We can't see this way of life, Your eyes they look the same as mine, Guess you knew this, For the longest time. I'm walking through the corridors, Follow the trace of tears left, On the floor. Trace of tears left Trace of tears left Well I hear you now, We have to find another way, And I see you now, I see you in so many ways. Well I hear you now, We have to find another way, And I see you now, I see you in so many ways. Well I hear you now, We have to find another way, And I see you now, I see you in so many ways. Well I hear you now, We have to find another way, And I see you now, I see you in so many ways. ",apprehension,1
278,Alibi,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",Eternity - Innercity Mix,308,2000-05-15,False,Magik Five Mixed By DJ Tiësto (Heaven Beyond),68p31TosZQSbBwoDQmPev4,"Vandenberg Alibi Alibi Something's rotten, things got [complete] outta hand Too far gone, someone's gonna understand She controls my mind, makes me do things I don't want to She's the dangerous kind, there was nothing I could do I'm standing all this playing games, but this time she pushed me too far Oh-oh, the damage is done Chorus: Now that there is nowhere to run, need an alibi Now that there is nowhere to run, need an alibi She's the one to blame, she's got my soul I just can't seem to leave her alone Far too late, I found out what you were up to As if hypnotized, I played criminal to please you And totally paralyzed, now there's nothing I can do I don't wanna live like this, but now it seems there ain't no way back Oh-oh, I'm caught in a trap (Chorus) She knows just what to do to turn me on, she makes me do whatever she wants (Solo) (Chorus) She knows just what to do to turn me on, she makes me do whatever she wants (Chorus repeats out) ------------------------------------------------------------------------------",ecstasy,3
279,Addison Rae,singer-songwriter pop,2 die 4,126,2023-12-21,False,Pop Confetti,35j9bSwQkKLTAlxEpn4vj2,"Far from home, gettin' close And the music takes us further out into the unknown In the dark, in the zone I just texted you my address, save my name in your phone (Ah-ah-ah, ah-ah) Go left at the light, then pull over on the right, uh (Ah-ah-ah) So come take a bite in the middle of the night My neck, to die for My legs, to die for This, ah-ah sex, to die for I-I-I want someone who thinks I'm to die- My taste, to die for My waist, to die for This boom-boom bass, to die for I-I-I want someone who thinks I'm to die for (Die for, die for, die for) (D-d-die for, die for, die for) (Die for, die for, die for) I-I-I want someone who thinks I'm to die for I'm that girl you don't wanna lose Cutthroat from my head to my shoes One look and I'm already your muse Hold on to me tight when I move Grip right, lock eyes on you Not for life, just tonight is my mood Be bad boy, I want you to Bad boy, I want you too (Ah-ah-ah, ah-ah) Go left at the light, then pull over on the right, ah (Ah-ah-ah) So come take a bite in the middle of the night My neck (yeah), to die for My legs (yeah), to die for This, ah-ah, sex, to die for I-I-I want someone who thinks I'm to die- My taste, to die for My waist, to die for This boom-boom bass, to die for (oh) I-I-I want someone who thinks I'm to die for (Die for, die for, die for) yeah, yeah (D-d-die for, die for, die for) uh-huh (Die for, die for, die for) I-I-I want someone who thinks I'm to die for ",anticipation,2
280,L Devine,singer-songwriter pop,Don't Say It,173,2023-08-11,False,Románticas en Inglés,5EupmdlARF7ZWp6BAuRw0Z,"Maybe I should have known But I was so high on false hope Yeah, I took what you threw It wasn't much, but it's still you And the whole night I fell But for no sleep in this hotel But now it's so clear You just tell me what I wanna hear I lost myself with you and now I'm stuck beneath the surface Wonder if you came to mess my head up on purpose Are you here to love me? Are you really here to hurt me now? Oh, I want to believe it Don't say it if you don't really mean it Don't lie, give me the real shit Don't say it if you don't really mean it I, I cry I know Inside You're not Mine, are you? It's a beautiful place To be honest and afraid When you don't keep me safe I'm a sad girl and my world breaks I lost myself with you and now I'm stuck beneath the surface Wonder if you came to mess my head up on purpose Are you here to love me? Are you really here to hurt me now? Oh, I want to believe it Don't say it if you don't really mean it Don't lie, give me the real shit Don't say it if you don't really mean it I, I cry I know Inside You're not Mine, are you? Don't say it if you Don't say it if you (If you) Don't say it if you (don't really, don't really, no) Oh, I want to believe it Don't say it if you don't really mean it (Don't say it if you don't really mean it) Don't lie, give me the real shit (Now give me something real) Don't say it if you don't really mean it (Oh no) Oh, I want to believe it (Oh, I want to believe it) Don't say it if you don't really mean it (Don't really mean it) Don't lie, give me the real shit (Now give me something real) Don't say it if you don't really mean it I, I cry I know (I know, I know, I) Inside You're not (No-no, no I know you're not) Mine, are you? ",sadness,2
281,Mac Miller,singer-songwriter pop,Hand Me Downs,298,2023-08-11,True,Románticas en Inglés,5Hf5dz7pl5Q28x8vNVtAA5,"I'm thinkin' maybe I should thank you Oh, baby, I should buy you another round 'Cause you care, and I swear that I'm here, but I'm there It's gettin' harder to hunt me down Get away to a place with a lake, such a great view Leave the bank, couple hunnid thou' I made it, but I hate once I build it, I break it That might just break me down And all I ever needed was somebody with some reason who can keep me sane Ever since I can remember, I've been keepin' it together, but I'm feelin' strange Get away when it ain't really safe and it don't seem right But what's new? You get used to the bullshit, the screws, they go missin' It's likely they might be, but... You remind me Shit, I need to stay in line You damn well are a great design You, despite bein' an only child Say you need more of a family 'round Let's turn these genes into hand me downs Down, down Down, down, down Down, down Down, down, down Yeah, well, I'm just being honest, my conscience ain't doin' bad Because I try to minus the problems that I attract And half the time, the wheels that's in the back of my mind Just keep on turnin' 'til the tires flat and burn until the fire crack I do not lie, though, facts may seem a little farfetched That's only 'cause I may be make-believe and full of darkness When I'm stuck between a rock and a hard place Walkin', droppin' change inside your empty guitar case That's charity, um, I move carelessly, that's why I'm always trippin' I guess it's like electrolytes, you help me go the distance Not too efficient, but the way it's always been Until the day we have to meet again Get away when it ain't really safe and it don't seem right But what's new? You get used to the bullshit, the screws, they go missin' It's likely they might be, but... You remind me Shit, I need to stay in line You damn well are a great design You, despite bein' an only child Say you need more of a family 'round Let's turn these genes into hand me downs Down, down Down, down, down Down, down Down, down, down ",anticipation,2
282,Bruno Mars,singer-songwriter pop,Leave the Door Open,242,2023-04-28,False,Pop en Inglés 2010-2023,4nKwwicoI3eMQLoxip7gn4,"Said baby, said baby, said baby What you doing? (What you doing?) Where you at? (Where you at?) Oh, you got plans? (You got plans?) Don't say that (shut your trap) I'm sipping wine (sip, sip) in a robe (drip, drip) I look too good (look too good) to be alone (woo-woo) My house clean (house clean), my pool warm (pool warm) Just shaved (smooth like a newborn) We should be dancing, romancing In the east wing and the west wing Of this mansion, what's happening? I ain't playing no games Every word that I say is coming straight from the heart So if you tryna lay in these arms I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hoping) That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through) ♪ Ooh, you're so sweet (so sweet), so tight (so tight) I won't bite (ah-ah), unless you like (unless you like) If you smoke (what you smoke?) I got the haze (Purple Haze) And if you're hungry, girl, I got fillets (woo-woo) Ooh, baby, don't keep me (waiting) There's so much love we could be making (shamone) I'm talking kissing, cuddling Rose petals in the bathtub Girl, let's jump in, it's bubbling I ain't playing no games Every word that I say is coming straight from the heart So (if you) if you (tryna) tryna lay in these arms I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hoping) That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through) come on, girl La-la-la, la-la-la-la (I need you, baby) La-la-la, la-la-la-la (I gotta see you, baby) La-la-la, la-la-la-la (girl, I'm tryna give you this) Ah-ah-ah-ah, ah-ah Hey-hey, I'ma leave my door open, baby (I'ma leave the door open) I'ma leave, I'ma leave my door open, girl (I'ma leave the door open, hoping) and I'm hoping, hoping That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through) woo! La-la-la, la-la-la-la (tell me) (Tell me that you're coming through) Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo Woo-woo-woo-woo, woo-woo-woo, woo-woo La-la-la, la-la-la-la (la-la-la, la-la) (Tell me that you're coming through) Girl, I'm here just waiting for you (oh!) Come on over, I'll adore you (I gotta know!) La-la-la, la-la-la-la (I'm waiting, waiting, waiting) (Tell me that you're coming through) for you Girl, I'm here just waiting for you Come on over, I'll adore you La-la-la, la-la-la-la (la-la, la-la) ",ecstasy,3
283,Games We Play,singer-songwriter pop,Girl Shaped Crater,182,2024-01-31,False,Pop 100,7jov9B60gUX8OmtTteljnd,"Hang your halo at the door Let your wings fall to the floor Just another day of being so damn perfect You've been dodging heaven's calls, since you went and you ran off To slum it here with me, I know I don't deserve it You're so in the dark, are you just playing dumb? If you don't have a God complex, I'll give you one There's a girl shaped crater in the earth, that's never leaving No, right where you fell So I cross my heart, baby, you're, you're my religion My angel Spinnin' in your gravity It's like your green eyes pulling me closer in 'Til I fall beneath the surface I'm no good if you're not here This might come out kinda weird But without you there'd be nothing left to worship You're so in the dark, are you just playing dumb? If you don't have a God complex, I'll give you one There's a girl shaped crater in the earth, that's never leaving No, right where you fell So I cross my heart, baby, you're, you're my religion My angel There's a girl shaped crater in the earth, that's never leaving No, right where you fell So I cross my heart, baby, you're, you're my religion My angel There's a girl shaped crater in the earth (oh) Right where you fell (oh) So I cross my heart, baby, you're, you're my religion (oh) My angel (oh) ",optimism,2
284,Campbell,singer-songwriter pop,Would You,120,2024-02-29,False,Spring Break Party Songs 2024,4cSvbgGfioYNrmgbBIYlt4,"I've noticed you around, um I find you very attractive Would you, um I find you very attractive Um, would you go to bed with me? I've noticed you around Um, I find you very attractive Um, would you go to bed with me? Um, I've noticed you around, um I find you very attractive Um, would you, um Um Um, would you go to bed with me? Um, I've noticed you around Um, I find you very attractive Um, would you go to bed with me? Um, would you go to bed with me? ",interest,1
285,Issey Cross,singer-songwriter pop,Bittersweet Goodbye,166,2024-02-29,False,Spring Break Party Songs 2024,59t3LaUTkrJ1x9rwNay3vv,"I knew, straight up when I met ya I saw it in your eyes Thought it would be like mine Don't think I'll ever forget you No, no, no, but Those moments spent with you 'Til the sky's turnin' blue I'll see you on the other side We'll say a bittersweet goodbye tonight Can we keep this high alive tonight? I'll see you in another life Do it all again sometime We'll say a bittersweet goodbye tonight A bittersweet goodbye Bittersweet goodbye We'll say a bittersweet goodbye tonight Can we keep this high alive tonight? We'll say a bittersweet good- I knew straight up when I met ya I saw it in your eyes Thought it would be like mine Don't think I'll ever forget you No, no, no, but Those moments spent with you 'Til the sky's turnin' blue I'll see you on the other side We'll say a bittersweet goodbye tonight Can we keep this high alive tonight? I'll see you in another life Do it all again sometime We'll say a bittersweet goodbye tonight A bittersweet goodbye Bittersweet goodbye We'll say a bittersweet goodbye tonight Can we keep this high alive tonight? We'll say a bittersweet goodbye tonight ",sadness,2
286,Jessica Mauboy,singer-songwriter pop,Give You Love,174,2024-02-29,False,Spring Break Party Songs 2024,7DGjSp0Y7FRnMx15CriVjl,"Yeah, yeah, yeah (yeah) If your heart is If your heart is empty, let me give you love If your legs won't hold you, let me pick you up If your hands are shakin', and you're barely holdin' onto your dreams When you're feelin' low, let me give you love, mm-hmm, yeah Nobody knows how much a dream costs, yeah The blood and the sweat and the tears that you've lost Everybody says that you make it look easy Mm, but baby, I know how hard it was So if your heart is empty, let me give you love If your legs won't hold you, let me pick you up If your hands are shakin', and you're barely holdin' onto your dreams When you're feelin' low, let me give you love, mm-hmm, mm Everybody knows that the struggle is real (real), uh But they don't know the pain you feel (the pain you feel, yeah, yeah), uh, yeah And everybody say that you make it look easy But when the road gets rough, let me take the wheel, yeah So if your heart is empty, let me give you love If your legs won't hold you, let me pick you up (ooh-ooh, yeah) If your hands are shakin', and you're barely holdin' onto your dreams When you're feelin' low, let me give you love (yeah) So we keep on keepin' on, keep on keepin' on Yeah, we keep on keepin' on, keep on keepin' on So we keep on (keep on) keepin' on (keep on), keep on keepin' on Yeah, we keep on keepin' on, keep on keepin' on So if your heart is empty, let me give you love If your legs won't hold you, let me pick you up, up If your hands are shakin', and you're barely holdin' onto your dreams When you're feelin' low, let me give you love If your heart is empty, let me give you love If your legs won't hold you, let me pick you up If your hands are shakin', and you're barely holdin' onto your dreams When you're feelin' low, let me give you love (give you love) When you're feelin' low, let me give you love ",ecstasy,3
287,Ed Sheeran,singer-songwriter pop,Celestial,209,2023-03-15,False,future pop classics,6EQbFh1o7NpgsjP9cckoxT,"You see tonight, it could go either way Hearts balanced on a razor blade We are designed to love and break And to rinse and repeat it all again I get stuck when the world's too loud And things don't look up when you're going down I know your arms are reaching out From somewhere beyond the clouds You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars and we're dancing out into space Celestial ♪ Celestial ♪ I see the light shining through the rain A thousand colours in the brighter shade Needed to rise from the lowest place There's silver lining that surrounds the grey When I get lost, will it come back around? Things don't look up when you're going down I know your arms, they are reaching out From somewhere beyond the clouds You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars, and we're dancing out into space Celestial ♪ Celestial (oh, oh-oh-oh) We were made to be nothing more than this Finding magic in all the smallest things The way we notice, that's what really matters Let's make tonight go on and on and on (You make me feel) we were made to be nothing more than this Finding magic in all the smallest things (You make me feel) the way we notice, that's what really matters Let's make tonight go on and on and on You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars and we're dancing out into space Celestial (oh, oh-oh-oh) Celestial (oh, oh-oh-oh) Celestial We were made to be nothing more than this (oh, oh-oh-oh) Finding magic in all the smallest things (celestial) The way we notice that's what really matters (oh, oh-oh-oh) Let's make tonight go on and on and on (celestial) ",awe,2
288,Jax,singer-songwriter pop,Victoria's Secret,176,2023-03-15,True,future pop classics,6AlwbwahartjEPBrGaGsKB,"God, I wish somebody would've told me when I was younger That all bodies aren't the same Photoshop, itty-bitty models on magazine covers Told me I was overweight I stopped eating, what a bummer Can't have carbs and a hot girl summer If I could go back and tell myself when I was younger I'd say, ""Psst"" I know Victoria's Secret And girl, you wouldn't believe She's an old man who lives in Ohio Making money off of girls like me Cashing in on body issues Selling skin and bones with big boobs I know Victoria's Secret She was made up by a dude (dude) Victoria was made up by a dude (dude) Victoria was made up by a dude I wish somebody would've told me that thighs of thunder Meant normal human thighs The fucking pressure I was under To lose my appetite And fight the cellulite With hunger games like every night If I could go back and tell myself when I was younger I'd say, ""Hey, dummy"" I know Victoria's Secret And girl, you wouldn't believe She's an old man who lives in Ohio Making money off of girls like me Cashing in on body issues Selling skin and bones with big boobs I know Victoria's Secret She was made up by a dude (dude) Victoria was made up by a dude (dude) Victoria was made up by a dude I know Victoria's Secret And girl, you wouldn't believe She's an old man who lives in Ohio Making money off of girls like me Cashing in on body issues Selling skin and bones with big boobs I know Victoria's Secret She was made up by a dude I know Victoria's Secret And girl, you wouldn't believe She's an old man who lives in Ohio Making money off of girls like me Cashing in on body issues Selling skin and bones with big boobs I know Victoria's Secret She was never made for me and you ",annoyance,1
289,Panic! At The Disco,singer-songwriter pop,Don't Let the Light Go Out,229,2023-03-15,False,future pop classics,01TVl1LYlRZeEsVoIhhvNM,"Stare at a wall that's told a thousand tragedies Holding a hand that's loved every part of me A lady comes and tells me that I got to leave Right away everybody is the enemy Deep breaths from the room where I watch you lie Any beat from your heart gets me through the night You're my love, you're my death, you're my alibi Say this isn't goodbye Who's gonna drive me home tonight? Who's gonna argue 'til they win the fight? You're the only one that knows how to operate My heavy machinery Don't let the light go out Don't let the light go out Don't let the light go out Don't let the light go out A rush of blood floods hot thoughts in my head Red roses sitting silently beside the bed I'm saying more right now than I ever said Don't wanna live if the thought of loving you is dead Who's gonna drive me home tonight? Who's gonna argue 'til they win the fight? You're the only one that knows how to operate My heavy machinery, so Who's gonna drive me home tonight? Who's gonna argue 'til they win the fight? You're the only one that knows how to operate My heavy machinery Don't let the light go out Don't let the light go out Don't let the light go out Don't let the light go out ♪ Who's gonna drive me home tonight? Who's gonna argue 'til they win the fight? You're the only one that knows how to operate My heavy machinery, so Who's gonna drive me home tonight? Who's gonna argue 'til they win the fight? You're the only one that knows how to operate My heavy machinery Don't let the light go out Don't let the light go out Don't let the light go out Don't let the light go out ",loathing,3
290,Sam Ryder,singer-songwriter pop,All the Way Over,188,2023-03-15,False,future pop classics,7qegWaNxkv7QtTTdO6s014,"Still got your number, but I don't call it I'm still in pieces and it would be worse if we were talking 'Cause it feels like you're still stuck inside my heart So how are you completely still together While I completely fall apart? I know you're doing okay, 'cause I still talk to all your friends I wish I was doing okay, but there's no way I can pretend 'Cause I'm not all the way over you yet God knows I try, but you're hard to forget They say there will come a day When this pain will leave my chest But I'm not all the way over you yet Time heals, but it'll feel like slow motion It's like I'm trying to move on, but I'm frozen It's just some kind of mystery I'll never get to the bottom of How do you keep moving forward While I'm grinding to a stop? 'Cause I'm not all the way over you yet God knows I try, but you're hard to forget They say there will come a day When this pain will leave my chest But I'm not all the way over you yet I keep on crying over you ♪ And I keep on trying to get over you Are you all the way over me yet? Just say you are and I'll try to forget They say there will come a day When this pain will leave my chest But I'm not all the way over you yet ",grief,3
291,Bella Poarch,singer-songwriter pop,Living Hell,174,2023-03-15,False,future pop classics,5G7Ci1NLmLogC35kkSsC88,"You know I don't believe in ghosts Or letting people close I'm good at letting go You kiss my lips until they're colder Think you're in control But I should let you know Well, the good guys don't always get the glory Can't you see the warning signs? I can make your life a living hell if I wanted to, wanted to Wish this was a love you never felt and you know it's true, know it's true Love me, love me Trust me with that heart of yours Feels so heavy Lying on the bedroom floor I can make your life a living hell if I wanted to, wanted to Chew you up and spit you out And still you come around So, I can watch you drown Hate when you tell me that you'll wait Like you think that I could change When I've always been this way Well, the good guys don't always get the glory Can't you see the warning signs? I can make your life a living hell if I wanted to, wanted to Wish this was a love you never felt and you know it's true, know it's true Love me, love me Trust me with that heart of yours Feels so heavy Lying on the bedroom floor I can make your life a living hell if I wanted to, wanted to I'm haunted by the words you say When I can't say that I feel the same Admit you'll always be alone And baby you should know I'm only gonna ghost I can make your life a living hell if I wanted to, wanted to Wish this was a love you never felt and you know it's true, know it's true (and you know it's true) Love me, love me Trust me with that heart of yours Feels so heavy Lying on the bedroom floor I can make your life a living hell if I wanted to, wanted to (if I wanted to) ",love,2
292,Joel Corry,singer-songwriter pop,Do U Want Me Baby?,143,2023-06-16,False,Your Top Songs,1ptlZ1VFQmiIAqXbskpe2l,"Do-do, do you want me, baby? 'Cause I-I, think I want you too Do-do-do, do you want me, baby? 'Cause I-I-I, think I want you too If I tried to lie, I know you would notice You know what I'm like, not under the surface With you on my mind, and it makes me nervous And there's something that I need to ask you Do-do, do you want me, baby? 'Cause I-I, think I want you too Do-do-do, do you want me, baby? 'Cause I-I-I, think I want you too Do-do, do you want me, baby? 'Cause I-I, think I want you too Do-do-do, do you want me, baby? 'Cause I-I-I, think I want you too ♪ Is it awkward now? Maybe you weren't ready If you let me down, could you do it gently? Come on help me out, this silence is heavy Don't leave me hanging, it's just a question Do-do, do you want me, baby? 'Cause I-I, think I want you too Do-do-do, do you want me, baby? 'Cause I-I-I, think I want you too Do-do, do you want me, baby? 'Cause I-I, think I want you too Do-do-do, do you want me, baby? 'Cause I-I-I, think I want you too ♪ Do-do, do you want me, baby? 'Cause I-I, think I want you too ",interest,1
293,Twenty One Pilots,singer-songwriter pop,Shy Away,175,2022-11-25,False,Silvester Party Hits 2022 / 2023,4PEW5h25zbrr93sx0p7WqU,"When I get home You better not be there We're placing bets, you won't Shed your modesty And the only thing to leave behind Is your own skin on the floor Don't you shy away (ah) Manifest a ceiling when you shy away (ah) Searching for that feeling Just like an ""I love you"" (ooh, ooh) That isn't words (ah) Like a song he wrote That's never heard Don't you sh- ♪ When you get home You barely recognize the pictures They put in a frame 'Cause you shed your modesty Don't circle the track, take what you have And leave your skin on the floor Don't you shy away (ah) Manifest a ceiling when you shy away Searching for that feeling Just like an ""I love you"" (ooh, ooh) That isn't words (ah, ah, ah) Like a song he wrote (ah) That's never heard When I get home Boy, you better not be there You're long gone Shed your modesty Don't circle the track, just break the cycle in half And leave your skin on the floor Don't you shy away (ah) Manifest a ceiling when you shy away (ah) Searching for that feeling Just like an ""I love you"" (ooh, ooh) That isn't words (ah, ah) Like a song he wrote That's never heard That's never heard ♪ An ""I love you"" That isn't words Like a song he wrote (ah) That's never heard Don't you shy away ",anticipation,2
294,All Time Low,singer-songwriter pop,Fake as Hell,179,2023-11-16,True,Top of 2023,6jt9s1hHospknAWOlWNDdw,"I know it's better if we both say So long, and thanks for the memories I'd like to say that it's been real But it's been fake as hell ♪ I caught you lyin' in my face again You got me hangin' by a thread again Feel like a kite in a hurricane So cut the string and let me fly away Now we're burnin' at both ends Like candles in the wind My eyelids collapsing Collateral damage I know it's better if we both say So long, and thanks for the memories I'd like to say that it's been real But it's been fake as hell Take two and call me in the morning Three chances, should've seen the warning For what it's worth, I wish you well Yeah, it's been real, you're fake as hell You're superficial, you know what? I fake it So artificial, don't know how to take it You got a problem, I don't wanna solve it Now it's official, I don't even miss ya' You say it's really nothing personal And everyone you love is just expendable Can't make a friend without the end, you know It's collateral damage I know it's better if we both say So long, and thanks for the memories I'd like to say that it's been real But it's been fake as hell Take two and call me in the morning Three chances, should've seen the warning For what it's worth, I wish you well Yeah, it's been real, you're fake as hell You say it's really nothing personal And everyone you love is just expendable You say it's really nothing personal, personal, personal You say it's really nothing personal And everyone you love is just expendable (so long, and thanks for the memories) Can't make a friend without the end, you know (I'd like to say that it's been real, but it's been hell) I know it's better if we both say So long, and thanks for the memories I'd like to say that it's been real But it's been fake as hell Take two and call me in the morning Three chances, should've seen the warning For what it's worth, I wish you well Yeah, it's been real, you're fake as hell Fake as hell (fake as hell) (You're fake as hell) You're so fake as hell (for what it's worth, I wish you well) (Yeah, it's been real, you're fake as hell) ",disgust,2
295,NLE Choppa,singer-songwriter pop,Shotta Flow 7,165,2024-01-19,True,Hits 2024,780TToFdo4j9FpqBH2GJtH,"The Top Shotta, bomb like Al-Qaeda Finale, finito, uh Yeah, yeah, yeah, yeah, yeah I was missin' the action like Chrisean tooth (Tay Keith, fuck these niggas up) Back lettin' loose like a nigga had to poot I'm a God in Memphis, who bigger than me? (Who bigger than me?) Shit that they did, I did at 16 (16) He flexin' his money, we know that he broke (know that he broke) Dick in her mouth, NLE throat coat He pressed 'bout a girl that's fuckin' the city He tender (he tender), we call him Diddy (let's go) Choppa so big, knock the weight off Biggie (brrt, brrt, brrt) I'm somethin' like pussy, this shit it get sticky (shit it get sticky) Got me in that mode, I don't plan on glitchin' I'm back, nigga, like I had an addiction Dropped him, let's go, ooh, he couldn't take those, nah Switches and Dracos, yeah, shooters on payroll Nigga don't want no smoke, they Snoop Dogg (Snoop Dogg) We'll show up at yo' door like a U-Haul (U-Haul) Lil' nigga, big pistol, stand tall (stand tall) Quick to pop a nigga ass like an Adderall (Adderall) Uh, shakin' the spot like an ass or somethin' (ass or somethin') Lil' bruh sped, he crash for nothin' (crash for nothin') Walk out the house with a mask and gun (mask and gun) Better hold yo' breath like an asthma pump Move like the Pope, hunnid some shots in the Ghost Better think twice, don't approach (brrt, brrt) No regular Glocks, know that it came wit' a box We steppin' like shoes and socks (brrt, brrt) One of the realest, how can you not mention? We slid out a Civic, now Rolls-Royce whippin' (brrt) Suckin' and grippin', double jerkin' twistin' She killin' my kids like abortion clinics Take some from who? He lyin', man (he lyin') Nigga don't feel like dyin', man (like dyin') Cook him like grease in a fryin' pan (he fryin') We done killed more niggas than the Klansman (oh, God) KKK, got Ks on Ks, wanna fuck Kim K and make Kanye watch Ayy-ayy, bay-bay, in the club wit' a Drac', gen 5 Glock goin' down like it's Joc Hunnid shots in the whip, it was shot-o-clock He can run from a nigga, but not from the Glock Don't ask me if it's one up top That's like askin' Floyd Mayweather do he box Walk down on his cat, nine lives, he cap (he cap) Put his head on his lap, we dipped him, uh (we dipped that boy) Make the choppa clap, make it sound like a rapper I'ma hit this bitch wit' a rhythm, uh My dawg, sick 'em, this shit critical Suspect, nigga, we never been a victim (brrt-brrt) 7.62 chase 'em, trip 'em, if I don't got 'em, Tevo'll get 'em Huh, huh, huh, whip 'em, huh, huh, huh, trip 'em (bah-brrt-brrt) Huh, huh, huh, come here, ah, ah, let's go, let's go, let's go I might just O, fuck that (ayy, fuck that) Perc's killin' slow, fuck that (say, ""Fuck that"") If I see his ho fuckin' (come here), last Shotta Flow Fuck it, fuck it, fuck it, fuck it, fuck it, fuck it Fuck it, fuck it, fuck it, fuck it, fuck it, fuck it Fuck it, fuck it, fuck it (grrt) He flushin' (fuck it, shit, we bustin') ♪ (Better blow that bitch if you clutchin') (Lil' bruh, he'll spin for nothin') (Gave his ass a Perc' 30, God) ",rage,3
296,Alicia Creti,singer-songwriter pop,Crazy,187,2024-01-19,False,Hits 2024,3lJkIVh6lYW0pERAtwu4kJ,Something don't feel right You got a way with spinning the truth A player in plain sight (oh) You always rig the game to lose You act in ways you gonna regret Thinking we could just pretend it never really happened But you know I don't forget it I'm starting to resent everything you said Say it's in my head Baby you can go ahead and call me crazy You know if I am that's how you made me Call it love but treat me like you can manipulate me And it's getting draining Never know the lows that's we could go to When I snap don't say I didn't warn you Nothing that I won't do so If you want crazy baby I'ma show you crazy You know that I love you But who said it's unconditional You can't take advantage of my heart Just to keep your control You act in ways you gonna regret Thinking we could just pretend it never really happened But you know I don't forget it I'm starting to resent everything you said Say it's in my head (it's all in my head) Baby you can go ahead and call me crazy You know if I am that's how you made me Call it love but treat me like you can manipulate me And it getting draining Never know the lows that's we could go to When I snap don't say I didn't warn you Nothing that I won't do so If you want crazy baby I'ma show you crazy Why am I lonely by your side How you did infiltrate my mind Soon as I let you get inside I'm going crazy You bout to break me baby You can go ahead and call me crazy You know if I am that's how you made me Call it love but treat me like you can manipulate me And it's getting draining Never know the lows that's we could go to When I snap don't say I didn't warn you Nothing that I won't do so If you want crazy baby I'ma show you crazy ,acceptance,1
